설치장소명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,세부위치,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
건강희망약국,인천광역시,서구,"인천광역시 서구 완정로 153, 이레메디칼센타 101호 ,102호 (왕길동)",,37.6013699174,126.6588218987,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
거북시장약국,인천광역시,서구,인천광역시 서구 거북로 97 (석남동),,37.5032918266,126.6726944408,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
가좌약국,인천광역시,서구,인천광역시 서구 건지로318번길 32 (가좌동),,37.49593709,126.6770701,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
가좌메디칼약국,인천광역시,서구,인천광역시 서구 원적로96번길 26 (가좌동),,37.4933953,126.6845838,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
가좌마트약국,인천광역시,서구,"인천광역시 서구 가정로151번길 11, 2층 (가좌동)",,37.4976472852,126.6707372534,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
가정온누리약국,인천광역시,서구,"인천광역시 서구 청중로 486, 105호 (가정동, 부일프라자)",,37.5297114481,126.665320356,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
가정미소약국,인천광역시,서구,"인천광역시 서구 봉오재3로 42, 102호 (가정동)",,37.52946814,126.6656878,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
가온약국,인천광역시,서구,"인천광역시 서구 봉오재3로 90, 한일골드타워 (가정동)",,37.52720617,126.6697493,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
아라동 행정복지센터,인천광역시,서구,인천광역시 서구 바리미로 23,,37.5939746611,126.7156125647,행정복지센터 민원실 내,,032-718-0425,2025-07-11,3560000,인천광역시 서구
마전동 행정복지센터,인천광역시,서구,인천광역시 서구 완정로10번길 14 (마전동),,37.5953758632,126.6737138567,행정복지센터 민원실 내,,032-718-0425,2025-07-11,3560000,인천광역시 서구
서면보건지소,강원특별자치도,철원군,강원특별자치도 철원군 서면 신술2길 38,강원특별자치도 철원군 서면 자등리 754,38.1643649893,127.4150024921,서면보건지소,,033-450-5335,2024-12-06,4301000,강원특별자치도 철원군
철원동송통합보건지소,강원특별자치도,철원군,강원특별자치도 철원군 철원읍 금학로 255번길 22,강원특별자치도 철원군 철원읍 화지리 41-94,38.2108210515,127.2135796981,철원동송통합보건지소,,033-450-5335,2024-12-06,4301000,강원특별자치도 철원군
용정경로당,전라남도,강진군,전라남도 강진군 신전면 신전용정길 2-1,전라남도 강진군 신전면 용화리 775-1,34.4781617,126.6992789,,,,2025-09-10,4920000,전라남도 강진군
신정경로당,전라남도,강진군,전라남도 강진군 신전면 신정길 24,전라남도 강진군 신전면 용화리 92-1,34.479033,126.7167637,,,,2025-09-10,4920000,전라남도 강진군
백화경로당,전라남도,강진군,전라남도 강진군 신전면 백화길 14,전라남도 강진군 신전면 용화리 222-2,34.48405565,126.7087129,,,,2025-09-10,4920000,전라남도 강진군
사초경로당,전라남도,강진군,전라남도 강진군 신전면 사초앞길 7,전라남도 강진군 신전면 사초리 575-5,34.47447455,126.7310305,,,,2025-09-10,4920000,전라남도 강진군
송천경로당,전라남도,강진군,전라남도 강진군 신전면 신전로 576,전라남도 강진군 신전면 송천리 131,34.48259655,126.7296224,,,,2025-09-10,4920000,전라남도 강진군
약천경로당,전라남도,강진군,전라남도 강진군 신전면 약천길 8,전라남도 강진군 신전면 벌정리 419-2,34.49256685,126.7431715,,,,2025-09-10,4920000,전라남도 강진군
대벌경로당,전라남도,강진군,전라남도 강진군 신전면 대벌길 32,전라남도 강진군 신전면 벌정리 814-6,34.4925183,126.7367923,,,,2025-09-10,4920000,전라남도 강진군
논정경로당,전라남도,강진군,전라남도 강진군 신전면 논정길 6,전라남도 강진군 신전면 벌정리 155-4,34.49877202,126.7454114,,,,2025-09-10,4920000,전라남도 강진군
영수경로당,전라남도,강진군,전라남도 강진군 신전면 영장수길 160,전라남도 강진군 신전면 영관리 583-4,34.48275846,126.6844266,,,,2025-09-10,4920000,전라남도 강진군
어관경로당,전라남도,강진군,전라남도 강진군 신전면 어관신안길 24,전라남도 강진군 신전면 영관리 290-1,34.48905724,126.6877438,,,,2025-09-10,4920000,전라남도 강진군
부춘경로당,전라남도,강진군,전라남도 강진군 신전면 신전부춘길 76,전라남도 강진군 신전면 용월리 1110-1,34.4898817,126.7060912,,,,2025-09-10,4920000,전라남도 강진군
대월경로당,전라남도,강진군,전라남도 강진군 신전면 대월월해길 79,전라남도 강진군 신전면 용월리 950-2,34.49514733,126.7081088,,,,2025-09-10,4920000,전라남도 강진군
백용경로당,전라남도,강진군,전라남도 강진군 신전면 백용길 40,전라남도 강진군 신전면 용월리 461-4,34.50493744,126.7262812,,,,2025-09-10,4920000,전라남도 강진군
노해경로당,전라남도,강진군,전라남도 강진군 신전면 노해길 39,전라남도 강진군 신전면 용월리 322-1,34.51624372,126.7243559,,,,2025-09-10,4920000,전라남도 강진군
봉양경로당,전라남도,강진군,전라남도 강진군 신전면 주작봉양길 41-2,전라남도 강진군 신전면 수양리 254-4,34.51328001,126.7163198,,,,2025-09-10,4920000,전라남도 강진군
삼인경로당,전라남도,강진군,전라남도 강진군 신전면 삼인길 99,전라남도 강진군 신전면 수양리 792-3,34.5165662,126.7108355,,,,2025-09-10,4920000,전라남도 강진군
삼가면 보건지소,경상남도,합천군,경상남도 합천군 삼가면 삼가로 299,,35.40923214,128.1207281,지소 내,,055-930-4043,2025-07-23,5480000,경상남도 합천군
쌍백면 보건지소,경상남도,합천군,경상남도 합천군 쌍백면 평구3길 14,,35.43977047,128.1460638,지소 내,,055-930-4043,2025-07-23,5480000,경상남도 합천군
대양면 보건지소,경상남도,합천군,경상남도 합천군 대양면 대야로 267,,35.51621703,128.1736668,지소 내,,055-930-4043,2025-07-23,5480000,경상남도 합천군
적중면 보건지소,경상남도,합천군,경상남도 합천군 적중면 적중로 101-8,,35.54798775,128.280092,지소 내,,055-930-4043,2025-07-23,5480000,경상남도 합천군
청덕면 보건지소,경상남도,합천군,경상남도 합천군 청덕면 동부로 1754,,35.55937585,128.3217734,지소 내,,055-930-4043,2025-07-23,5480000,경상남도 합천군
덕곡면 보건지소,경상남도,합천군,경상남도 합천군 덕곡면 율지2길 11,,35.61516422,128.3591203,지소 내,,055-930-4043,2025-07-23,5480000,경상남도 합천군
쌍책면 보건지소,경상남도,합천군,경상남도 합천군 쌍책면 성산우회로 8,,35.57488467,128.2878319,지소 내,,055-930-4043,2025-07-23,5480000,경상남도 합천군
초계면 보건지소,경상남도,합천군,경상남도 합천군 초계면 초계2길 19,,35.55738963,128.2680573,지소 내,,055-930-4043,2025-07-23,5480000,경상남도 합천군
율곡면 보건지소,경상남도,합천군,경상남도 합천군 율곡면 영전3길 29,,35.57247969,128.2187695,지소 내,,055-930-4043,2025-07-23,5480000,경상남도 합천군
가야면 보건지소,경상남도,합천군,경상남도 합천군 가야면 가야시장로 87,,35.76230084,128.139004,지소 내,,055-930-4043,2025-07-23,5480000,경상남도 합천군
묘산면 보건지소,경상남도,합천군,경상남도 합천군 묘산면 묘산로 173-1,,35.6582393,128.1128559,지소 내,,055-930-4043,2025-07-23,5480000,경상남도 합천군
봉산면 보건지소,경상남도,합천군,경상남도 합천군 봉산면 서부로 4344-7,,35.62784536,128.0446827,지소 내,,055-930-4043,2025-07-23,5480000,경상남도 합천군
북부 보건지소,경상남도,합천군,경상남도 합천군 야로면 향교길 8,,35.70476574,128.1681217,지소 내,,055-930-4043,2025-07-23,5480000,경상남도 합천군
합천군보건소,경상남도,합천군,경상남도 합천군 합천읍 동서로 39,,35.56792588,128.1567567,보건소내 1층,,055-930-4043,2025-07-23,5480000,경상남도 합천군
강북보건지소,대구광역시,북구,대구광역시 북구 대천로 81 (동천동),,35.9373275,128.5581813,보건지소 내,,053-665-4200,2025-07-23,3450000,대구광역시 북구
노원동 행정복지센터,대구광역시,북구,대구광역시 북구 노원로10길 166 (노원동2가),,35.89014763,128.5762258,행정복지센터 내,,053-665-3306,2025-07-23,3450000,대구광역시 북구
북구보건소,대구광역시,북구,대구광역시 북구 성북로 49 (침산3동),,35.89187925,128.588897,보건소 내,,053-665-3211,2025-07-23,3450000,대구광역시 북구
수양경로당,전라남도,강진군,전라남도 강진군 신전면 수양길 90-3,전라남도 강진군 신전면 수양리 635-4,34.52210676,126.7113576,,,,2025-09-10,4920000,전라남도 강진군
신덕경로당,전라남도,강진군,전라남도 강진군 도암면 신덕길 124,전라남도 강진군 도암면 덕년리 427-3,34.61310015,126.6918141,,,,2025-09-10,4920000,전라남도 강진군
만년경로당,전라남도,강진군,전라남도 강진군 도암면 만년길 108,전라남도 강진군 도암면 덕년리 206-5,34.60378751,126.690078,,,,2025-09-10,4920000,전라남도 강진군
산정경로당,전라남도,강진군,전라남도 강진군 도암면 지석로 466,전라남도 강진군 도암면 강정리 302-1,34.59909026,126.6801079,,,,2025-09-10,4920000,전라남도 강진군
강성경로당,전라남도,강진군,전라남도 강진군 도암면 강성길 10,전라남도 강진군 도암면 강정리 566-3,34.5937679,126.678323,,,,2025-09-10,4920000,전라남도 강진군
회룡경로당,전라남도,강진군,전라남도 강진군 도암면 회룡1길 42-3,전라남도 강진군 도암면 지석리 378-5,34.59052578,126.6888913,,,,2025-09-10,4920000,전라남도 강진군
동령경로당,전라남도,강진군,전라남도 강진군 도암면 지석로 756,전라남도 강진군 도암면 지석리 570-5,34.57708599,126.6897294,,,,2025-09-10,4920000,전라남도 강진군
지석경로당,전라남도,강진군,전라남도 강진군 도암면 지석마을길 59,전라남도 강진군 도암면 지석리 294-35,34.57729598,126.6952225,,,,2025-09-10,4920000,전라남도 강진군
망호경로당,전라남도,강진군,전라남도 강진군 도암면 망호길 27,전라남도 강진군 도암면 신기리 189,34.52918353,126.7632623,,,,2025-09-10,4920000,전라남도 강진군
용암경로당,전라남도,강진군,전라남도 강진군 도암면 용암길 27,전라남도 강진군 도암면 신기리 639,34.53315197,126.7555184,,,,2025-09-10,4920000,전라남도 강진군
신기경로당,전라남도,강진군,전라남도 강진군 도암면 기전로 309,전라남도 강진군 도암면 신기리 612-2,34.52959246,126.7538818,,,,2025-09-10,4920000,전라남도 강진군
용산경로당,전라남도,강진군,전라남도 강진군 도암면 용산길 65,전라남도 강진군 도암면 용흥리 209-2,34.5396732,126.7543337,,,,2025-09-10,4920000,전라남도 강진군
부흥경로당,전라남도,강진군,전라남도 강진군 도암면 부흥길 38,전라남도 강진군 도암면 용흥리 664-9,34.54258377,126.7447825,,,,2025-09-10,4920000,전라남도 강진군
봉황경로당,전라남도,강진군,전라남도 강진군 도암면 봉황로 334-10,전라남도 강진군 도암면 봉황리 109-2,34.55698261,126.6983866,,,,2025-09-10,4920000,전라남도 강진군
월하경로당,전라남도,강진군,전라남도 강진군 도암면 월하안길 26,전라남도 강진군 도암면 석문리 847-12,34.5309276,126.7179463,,,,2025-09-10,4920000,전라남도 강진군
신리경로당,전라남도,강진군,전라남도 강진군 도암면 도암신리길 56,전라남도 강진군 도암면 석문리 521,34.54734052,126.7203727,,,,2025-09-10,4920000,전라남도 강진군
성자경로당,전라남도,강진군,전라남도 강진군 도암면 성자길 49,전라남도 강진군 도암면 석문리 113-1,34.55737103,126.7298357,,,,2025-09-10,4920000,전라남도 강진군
석천경로당,전라남도,강진군,전라남도 강진군 도암면 석천길 2-1,전라남도 강진군 도암면 석문리 368-2,34.55451929,126.7251805,,,,2025-09-10,4920000,전라남도 강진군
옥전경로당,전라남도,강진군,전라남도 강진군 도암면 옥전2길 15-1,전라남도 강진군 도암면 항촌리 98-3,34.52879752,126.7359525,,,,2025-09-10,4920000,전라남도 강진군
장촌경로당,전라남도,강진군,전라남도 강진군 도암면 도암중앙로 56-1,전라남도 강진군 도암면 항촌리 515-4,34.54486735,126.7288238,,,,2025-09-10,4920000,전라남도 강진군
항촌경로당,전라남도,강진군,전라남도 강진군 도암면 항촌안길 7,전라남도 강진군 도암면 항촌리 599-3,34.5420689,126.7330373,,,,2025-09-10,4920000,전라남도 강진군
가우경로당,전라남도,강진군,전라남도 강진군 도암면 가우도길 27,전라남도 강진군 도암면 신기리 79,34.5348062,126.7798208,,,,2025-09-10,4920000,전라남도 강진군
율포경로당,전라남도,강진군,전라남도 강진군 도암면 만덕간척로 88-8,전라남도 강진군 도암면 학장리 437-5,34.56639504,126.7508146,,,,2025-09-10,4920000,전라남도 강진군
송학경로당,전라남도,강진군,전라남도 강진군 도암면 도암송학길 91-9,전라남도 강진군 도암면 학장리 127-5,34.55298178,126.7595735,,,,2025-09-10,4920000,전라남도 강진군
표장경로당,전라남도,강진군,전라남도 강진군 도암면 학장로 199,전라남도 강진군 도암면 학장리 671,34.55551183,126.7453672,,,,2025-09-10,4920000,전라남도 강진군
선장경로당,전라남도,강진군,전라남도 강진군 도암면 학장로 153-3,전라남도 강진군 도암면 학장리 616-1,34.55370465,126.7406735,,,,2025-09-10,4920000,전라남도 강진군
신평경로당,전라남도,강진군,전라남도 강진군 도암면 신평길 111,전라남도 강진군 도암면 만덕리 212,34.58359974,126.755099,,,,2025-09-10,4920000,전라남도 강진군
덕산경로당,전라남도,강진군,전라남도 강진군 도암면 다산초당1길 30-3,전라남도 강진군 도암면 만덕리 172,34.5793217,126.7502616,,,,2025-09-10,4920000,전라남도 강진군
귤동경로당,전라남도,강진군,전라남도 강진군 도암면 다산초당길 42,전라남도 강진군 도암면 만덕리 405-3,34.57710054,126.7486798,,,,2025-09-10,4920000,전라남도 강진군
보동경로당,전라남도,강진군,전라남도 강진군 도암면 다산수련원길 20,전라남도 강진군 도암면 만덕리 361-2,34.57435457,126.7473735,,,,2025-09-10,4920000,전라남도 강진군
마점경로당,전라남도,강진군,전라남도 강진군 도암면 마점길 3,전라남도 강진군 도암면 만덕리 544,34.57048344,126.7394518,,,,2025-09-10,4920000,전라남도 강진군
영동경로당,전라남도,강진군,전라남도 강진군 도암면 도암영동길 36,전라남도 강진군 도암면 계라리 641-4,34.57380855,126.7087241,,,,2025-09-10,4920000,전라남도 강진군
시천경로당,전라남도,강진군,전라남도 강진군 성전면 시천길 16,전라남도 강진군 성전면 성전리 746,34.69014754,126.7118036,,,,2025-09-10,4920000,전라남도 강진군
서울약국,인천광역시,서구,"인천광역시 서구 검단로 836, 217호 (불로동, 월드상가)",,37.6184253,126.6930745,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
서광약국,인천광역시,서구,"인천광역시 서구 원적로 100, 가좌로얄프라자 101, 102호 (가좌동)",,37.49501424,126.6828063,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
새연희약국,인천광역시,서구,인천광역시 서구 서곶로 355-1 (연희동),,37.5494507834,126.6767518518,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
새봄약국,인천광역시,서구,"인천광역시 서구 탁옥로 49, 제스트프라자 404호 (심곡동)",,37.5440877141,126.675082992,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
삼육오사랑약국,인천광역시,서구,"인천광역시 서구 칠천왕로33번길 14, 1층 일부호 (석남동)",,37.5094677,126.6703794,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
산들약국,인천광역시,서구,"인천광역시 서구 검단로 474, 102호 (왕길동, 뷰비스타운)",,37.60164083,126.6571073,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
사랑탑약국,인천광역시,서구,"인천광역시 서구 청마로19번길 3, 1층 (당하동, 드림빌딩)",,37.5923848937,126.67074345,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
사랑의약국,인천광역시,서구,인천광역시 서구 원적로 96 (가좌동),,37.49476722,126.6825845,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
사랑온누리약국,인천광역시,서구,"인천광역시 서구 검단로 500 (마전동, 플러스빌딩)",,37.6026233,126.6596718,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
비타민약국,인천광역시,서구,"인천광역시 서구 가정로 375, 310호,311호 (신현동, 금강아미움)",,37.5184745667,126.6726216886,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
복지온누리약국,인천광역시,서구,"인천광역시 서구 탁옥로 37, 1층 107호 (심곡동, 우리타워)",,37.54415472,126.673667801,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
보성메디컬약국,인천광역시,서구,"인천광역시 서구 완정로 179, 102호,103호 (왕길동, 제이원검단메디컬프라자)",,37.6022797223,126.6565194621,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
보건약국,인천광역시,서구,"인천광역시 서구 거북로 104 (석남동, 한승빌딩)",,37.50287808,126.6732451,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
백제약국,인천광역시,서구,"인천광역시 서구 검단로 480 (왕길동, 검단리치웰프라자)",,37.60180033,126.6576121,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
백제당약국,인천광역시,서구,"인천광역시 서구 연희로 12, 1층 (연희동)",,37.549363299,126.6757668002,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
미약국,인천광역시,서구,"인천광역시 서구 고산후로95번길 20, 108호, 109호 (당하동, 힘찬프라자)",,37.59265202,126.6967642,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
미소탑약국,인천광역시,서구,"인천광역시 서구 청마로 17, 준성빌딩 104, 105호 (당하동)",,37.5923813277,126.6705633188,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
미소약국,인천광역시,서구,"인천광역시 서구 원당대로 841 (원당동, 골든벨프라자)",,37.5941471532,126.6950986869,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
명성약국,인천광역시,서구,인천광역시 서구 신진말로 37-1 (가좌동),,37.49335507,126.6799434,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
명문약국,인천광역시,서구,"인천광역시 서구 봉오재3로 44, 101호 (가정동, 명문프라자)",,37.5293068351,126.6656790995,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
메디팜우리들약국,인천광역시,서구,"인천광역시 서구 완정로 187, 마전메디칼센타 101호 (왕길동)",,37.6025410176,126.6556260102,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
메디팜약수약국,인천광역시,서구,인천광역시 서구 서달로123번길 3 (석남동),,37.50955112,126.6781167,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
메디팜성모약국,인천광역시,서구,인천광역시 서구 원적로 29 (가좌동),,37.4897376958,126.679934787,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
메디탑약국,인천광역시,서구,"인천광역시 서구 청마로19번길 9, 101호 (당하동)",,37.5923844696,126.6714318829,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
메디안약국,인천광역시,서구,"인천광역시 서구 검단로623번길 4, 105호 (마전동, 세창프라자)",,37.6099441581,126.6704708371,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
맑은약국,인천광역시,서구,인천광역시 서구 명가골로 37 (석남동),,37.5132768458,126.673228037,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
마전메디칼약국,인천광역시,서구,인천광역시 서구 완정로 187 (왕길동),,37.6025410176,126.6556260102,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
딸기약국,인천광역시,서구,"인천광역시 서구 건지로 402, 402동 105호 (가좌동, 가좌한신휴플러스)",,37.49526648,126.6844068,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
드림약국,인천광역시,서구,"인천광역시 서구 승학로 498, 108호 (검암동, 서해프라자)",,37.5651791946,126.6749599408,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
동안약국,인천광역시,서구,"인천광역시 서구 승학로 567, 101호 (검암동)",,37.5666967107,126.6826336223,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
동아메디칼약국,인천광역시,서구,인천광역시 서구 원적로 85 (가좌동),,37.4945689793,126.6814058215,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
자생약국,인천광역시,서구,인천광역시 서구 거북로 74-1 (석남동),,37.5030906564,126.6700148829,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
일화약국,인천광역시,서구,"인천광역시 서구 장고개로337번길 16, 가좌한신 휴아파트 상가 408호 (가좌동)",,37.49314201,126.6853545,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
이삭약국,인천광역시,서구,"인천광역시 서구 율도로 62-1, 1층 (석남동)",,37.51340783,126.6690134,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
위드팜100세약국,인천광역시,서구,"인천광역시 서구 완정로 35 (마전동, 대운프라자)",,37.5955809379,126.6700873335,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
원당우리약국,인천광역시,서구,"인천광역시 서구 원당대로 859, 107호 (원당동, 원당메디칼프라자)",,37.5939451575,126.6970253477,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
원당연세약국,인천광역시,서구,"인천광역시 서구 원당대로 866, 201호 (당하동, 세브란스빌딩)",,37.5932347381,126.6976617506,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
원광한약국,인천광역시,서구,"인천광역시 서구 탁옥로98번길 1, 106호 (심곡동)",,37.5434680005,126.6806948773,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
우리약국,인천광역시,서구,"인천광역시 서구 서달로 159, 102호 (석남동)",,37.51279495,126.6786308,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
옵티마정다운약국,인천광역시,서구,인천광역시 서구 가정로 204 (석남동),,37.50297538,126.6722683,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
올리브약국,인천광역시,서구,"인천광역시 서구 원당대로 663, 한종프라자 103호 (마전동)",,37.5939779912,126.6749258725,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
온누리이화약국,인천광역시,서구,인천광역시 서구 거북로 115 (석남동),,37.5032175618,126.6746105773,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
옥신온누리약국,인천광역시,서구,인천광역시 서구 고래울로 29 (가좌동),,37.4869583693,126.6856739546,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
오렌지약국,인천광역시,서구,"인천광역시 서구 가정로 375, 104호 (신현동, 금강아미움상가)",,37.5184745667,126.6726216886,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
열린온누리약국,인천광역시,서구,"인천광역시 서구 단봉로 97-7, 108호 (오류동)",,37.5965968373,126.6402776654,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
열린약국,인천광역시,서구,"인천광역시 서구 가정로 364, 1층 (가정동)",,37.5172387739,126.6731487745,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
열린솔약국,인천광역시,서구,"인천광역시 서구 검단로768번길 2, 105호 (불로동, 불로메디컬)",,37.61354545,126.6856384,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
연희우리약국,인천광역시,서구,인천광역시 서구 심곡로 24 (심곡동),,37.5421608394,126.672309606,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
연희연세약국,인천광역시,서구,"인천광역시 서구 서곶로369번길 24, 1층 (연희동)",,37.5505720576,126.67409192,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
연세온누리약국,인천광역시,서구,"인천광역시 서구 승학로 321, 1층 (연희동)",,37.5503267983,126.6736973626,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
연세약국,인천광역시,서구,"인천광역시 서구 승학로 577, 111호 (검암동, 장은프라자)",,37.567396673,126.6832305648,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
에버그린약국,인천광역시,서구,"인천광역시 서구 건지로 371, 1층 1호 (가좌동)",,37.4969489459,126.6831355171,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
신현프라자약국,인천광역시,서구,인천광역시 서구 율도로 55 (신현동),,37.5137722462,126.6683255032,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
수약국,인천광역시,서구,"인천광역시 서구 완정로 70, 211호 (마전동, 영남탑스빌아파트 상가)",,37.5980110544,126.6673173505,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
성호약국,인천광역시,서구,"인천광역시 서구 원적로 85, 310호 (가좌동, 우신프라자)",,37.4945689793,126.6814058215,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
성심약국,인천광역시,서구,"인천광역시 서구 검단로768번1길 4, 1층 (불로동, 세인빌딩)",,37.61327055,126.6860404,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
성심메디팜약국,인천광역시,서구,인천광역시 서구 원적로 100 (가좌동),,37.49501424,126.6828063,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
성민메디칼약국,인천광역시,서구,인천광역시 서구 신석로 68 (석남동),,37.50986685,126.6695104,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
성민대학약국,인천광역시,서구,"인천광역시 서구 길주로75번길 35, 1층 (석남동)",,37.50971619,126.6703784,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
성모사랑약국,인천광역시,서구,인천광역시 서구 심곡로100번길 15 (심곡동),,37.5420130034,126.6826748033,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
성누가약국,인천광역시,서구,"인천광역시 서구 탁옥로 55, SM스카이빌 (심곡동)",,37.5441284385,126.6758367722,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
석남우리약국,인천광역시,서구,인천광역시 서구 가정로 291 (석남동),,37.51093043,126.6723072,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
함께약국,인천광역시,서구,"인천광역시 서구 서곶로 823, 1층 (당하동)",,37.59069063,126.6729641,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
한솔약국,인천광역시,서구,"인천광역시 서구 가정로 382 (가정동, 새인천상가)",,37.5189181196,126.6733668931,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
한성메디칼약국,인천광역시,서구,"인천광역시 서구 완정로 36, 1층 (마전동, 한성빌딩)",,37.5959452667,126.6702698438,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
한샘약국,인천광역시,서구,"인천광역시 서구 원적로 29, 나동 4호 (가좌동, 한샘상가)",,37.4897376958,126.679934787,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
한마음한약국,인천광역시,서구,"인천광역시 서구 심곡로 79, 3층 (심곡동, 우정상가)",,37.5421673113,126.6783336069,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
한마음약국,인천광역시,서구,"인천광역시 서구 원적로 85, 우신프라자 210호 (가좌동)",,37.4945689793,126.6814058215,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
한국약국,인천광역시,서구,인천광역시 서구 서달로163번길 9 (석남동),,37.5130673177,126.6779022693,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
한결약국,인천광역시,서구,인천광역시 서구 고래울로 4 (가좌동),,37.48874185,126.6835247,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
하늘약국,인천광역시,서구,"인천광역시 서구 가정로 372, 1층 일부호 (가정동)",,37.5181406824,126.6732167827,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
하나약국,인천광역시,서구,"인천광역시 서구 단봉로 107, 성우프라자 102호 (왕길동)",,37.59739135,126.6396934,약국 내부,,032-718-0425,2025-07-11,3560000,인천광역시 서구
